Id: 1, Sentence: My body cast a shadow over the grass. The sun was rising. it was cut., Option1: the grass, Option2: the grass, Answer: the grass
Id: 559, Sentence: I jumped instinctively in fright. I heard people chuckling in it. I sensed someone approaching me from behind., Option1: the adjacent room, Option2: the adjacent room, Answer: the adjacent room
Id: 560, Sentence: I jumped instinctively in fright. I heard people chuckling in the adjacent room. I sensed it approaching me from behind., Option1: someone, Option2: someone, Answer: someone
Id: 561, Sentence: I jumped instinctively in fright. I heard people chuckling in the adjacent room. I sensed it approaching me from behind., Option1: someone, Option2: someone, Answer: someone
Id: 562, Sentence: I woke up. I heard it chuckling in the adjacent room. I sensed someone approaching me from behind., Option1: people, Option2: people, Answer: people
Id: 563, Sentence: I woke up. I heard people chuckling in the adjacent room. I sensed it approaching me from behind., Option1: someone, Option2: someone, Answer: someone
Id: 564, Sentence: I woke up. I heard people chuckling in the adjacent room. I sensed soitone approaching it from behind., Option1: me, Option2: me, Answer: me
Id: 565, Sentence: The gardener wanted his plants to flourish. He planted a variety of seeds. it put fertilizer in tit soil., Option1: he, Option2: he, Answer: he
Id: 566, Sentence: The gardener wanted more plants to flourish. He put fertilizer in the soil. He planted it of seeds., Option1: a variety, Option2: a variety, Answer: a variety
Id: 567, Sentence: The waistband on my pants was loose. I put on a belt. I put on it., Option1: a hat, Option2: a hat, Answer: a hat
Id: 568, Sentence: The sun shined so bright. I put on a belt. I put on it., Option1: a hat, Option2: a hat, Answer: a hat
Id: 569, Sentence: The company lost money. Its products received positive consumer reviews. Some of it were manufactured defectively., Option1: its products, Option2: its products, Answer: its products
Id: 570, Sentence: The company sold more products. Its products received positive consumer reviews. Some of it were manufactured defectively., Option1: its products, Option2: its products, Answer: its products
Id: 571, Sentence: The tenants were evicted from the apartment. They neglected to pay their rent. it got along with their landlord., Option1: they, Option2: they, Answer: they
Id: 572, Sentence: The tenants lease for the apartment was extended. They got along with their landlord. it neglected to pay their rent., Option1: they, Option2: they, Answer: they
Id: 573, Sentence: The man woke up with a toothache. He missed an appointment with the dentist. it made an appointment with tit dentist., Option1: he, Option2: he, Answer: he
Id: 574, Sentence: The man woke up late. He missed an appointment with the dentist. it made an appointment with tit dentist., Option1: he, Option2: he, Answer: he
Id: 575, Sentence: The parents forbade their children from watching the movie.  it was rated R. The movie was animated., Option1: the movie, Option2: the movie, Answer: the movie
Id: 576, Sentence: The parents forbade their children from watching the movie.  The movie was rated R. it was animated., Option1: the movie, Option2: the movie, Answer: the movie
Id: 577, Sentence: The parents forbade their children from watching the movie.  The movie was rated R. it was animated., Option1: the movie, Option2: the movie, Answer: the movie
Id: 578, Sentence: The parents allowed their children to watch the movie. it was rated R. The movie was animated., Option1: the movie, Option2: the movie, Answer: the movie
Id: 579, Sentence: The parents allowed their children to watch the movie. The movie was rated R. it was animated., Option1: the movie, Option2: the movie, Answer: the movie
Id: 580, Sentence: The parents allowed their children to watch the movie. The movie was rated R. it was animated., Option1: the movie, Option2: the movie, Answer: the movie
Id: 581, Sentence: The woman deleted the email. The sender tried to solicit money from her. The sender requested a response from it., Option1: her, Option2: her, Answer: her
Id: 582, Sentence: The woman read the email. The sender tried to solicit money from her. it requested a response from her., Option1: the sender, Option2: the sender, Answer: the sender
Id: 583, Sentence: The police eliminated the woman from the list of suspects. it interrogated her. Her alibi checked out., Option1: the police, Option2: the police, Answer: the police
Id: 584, Sentence: The police kept the woman on the list of suspects. Her alibi checked out. The police interrogated it., Option1: her, Option2: her, Answer: her
Id: 585, Sentence: The climbers reached the peak of the mountain. They congratulated each other. it encountered an avalanche., Option1: they, Option2: they, Answer: they
Id: 586, Sentence: The climbers failed to reach the peak of the mountain. They congratulated each other. They encountered it., Option1: an avalanche, Option2: an avalanche, Answer: an avalanche
Id: 587, Sentence: The vandals threw a rock at the window. it cracked. The window fogged up., Option1: the window, Option2: the window, Answer: the window
Id: 588, Sentence: The vandals threw a rock at the window. The window cracked. it fogged up., Option1: the window, Option2: the window, Answer: the window
Id: 589, Sentence: The vandals threw a rock at the window. The window cracked. it fogged up., Option1: the window, Option2: the window, Answer: the window
Id: 590, Sentence: The vandals blew cold air at the window. it cracked. The window fogged up., Option1: the window, Option2: the window, Answer: the window
Id: 591, Sentence: The vandals blew cold air at the window. The window cracked. it fogged up., Option1: the window, Option2: the window, Answer: the window
Id: 592, Sentence: The vandals blew cold air at the window. The window cracked. it fogged up., Option1: the window, Option2: the window, Answer: the window
Id: 593, Sentence: The woman's makeup smeared. She brushed her hair. She wiped it., Option1: her eyes, Option2: her eyes, Answer: her eyes
Id: 594, Sentence: The woman's head looked nice. She brushed her hair. it wiped her eyes., Option1: she, Option2: she, Answer: she
Id: 595, Sentence: The company's profits started to level off. It increased its marketing efforts for new products. it moved its headquarters to a suburban location., Option1: it, Option2: it, Answer: it
Id: 596, Sentence: The company was seeking highly specialized talent. It moved its headquarters to a suburban location. it increased its marketing efforts for new products., Option1: it, Option2: it, Answer: it
Id: 597, Sentence: The student's answer on the exam was incorrect. The teacher subtracted points off the student's grade. The teacher added bonus points to it., Option1: the student's grade, Option2: the student's grade, Answer: the student's grade
Id: 598, Sentence: The student's answer on the exam was extraordinary. The teacher subtracted points off the student's grade. The teacher added bonus points to it., Option1: the student's grade, Option2: the student's grade, Answer: the student's grade
Id: 599, Sentence: The girl wanted to demonstrate proper etiquette. She put her napkin on her lap before eating. She threw away it after eating., Option1: her napkin, Option2: her napkin, Answer: her napkin
Id: 600, Sentence: The girl demonstrated poor etiquette. She threw away her napkin after eating. it put her napkin on her lap before eating., Option1: she, Option2: she, Answer: she
Id: 601, Sentence: The detective flashed his badge to the police officer. The police officer confiscated it. The police officer let the detective enter the crime scene., Option1: the detective's badge, Option2: the detective's badge, Answer: the detective's badge
Id: 602, Sentence: The detective flashed his badge to the police officer. The police officer confiscated the detective's badge. The police officer let it enter the crime scene., Option1: the detective, Option2: the detective, Answer: the detective
Id: 603, Sentence: The detective flashed his badge to the police officer. The police officer confiscated the detective's badge. The police officer let it enter the crime scene., Option1: the detective, Option2: the detective, Answer: the detective
Id: 604, Sentence: The detective flashed his fake badge to the police officer. The police officer confiscated it. The police officer let the detective enter the crime scene., Option1: the detective's badge, Option2: the detective's badge, Answer: the detective's badge
Id: 605, Sentence: The detective flashed his fake badge to the police officer. The police officer confiscated the detective's badge. The police officer let the detective enter it., Option1: the crime scene, Option2: the crime scene, Answer: the crime scene
Id: 606, Sentence: The detective flashed his fake badge to the police officer. The police officer confiscated the detective's badge. it let the detective enter the crime scene., Option1: the police officer, Option2: the police officer, Answer: the police officer
Id: 607, Sentence: The girl wanted to make her mother happy. The girl picked it for her mother. The girl ate the cookies her mother baked., Option1: a flower, Option2: a flower, Answer: a flower
Id: 608, Sentence: The girl wanted to make her mother happy. The girl picked a flower for her mother. it ate the cookies her mother baked., Option1: the girl, Option2: the girl, Answer: the girl
Id: 609, Sentence: The girl wanted to make her mother happy. The girl picked a flower for her mother. it ate the cookies her mother baked., Option1: the girl, Option2: the girl, Answer: the girl
Id: 610, Sentence: The girl wanted to make her mother happy for her effort. The girl picked a flower for it. The girl ate the cookies her mother baked., Option1: her mother, Option2: her mother, Answer: her mother
